ID,Age,Education,Marital_Status,Income,Dependents,Dt_Customer,Recency,RecencyScore,Frequency,FrequencyScore,Monetary,MonetaryScore,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,Web,Catalog,Store,NumWebVisitsMonth,Complain,1st Campaign,2nd Campaign,3rd Campaign,4th Campaign,5th Campaign,6th Campaign,Segment
1175,31,Master,Married,36262.0,0,2013-09-20,24,4.0,12,2.0,426,3.0,88,39,54,64,28,153,1,3,5,3,6,0,0,0,1,0,0,1,Need Attention
2320,36,Master,Married,47025.0,1,2013-09-12,98,0.0,23,4.0,635,3.0,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,At Risk
850,46,Bachelor,Single,70566.0,1,2013-10-06,4,5.0,22,4.0,757,3.0,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,Need Attention
4713,35,Doctoral,Married,31605.0,1,2012-11-22,15,4.0,9,2.0,125,2.0,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,Promising
675,41,Master,Divorced,52034.0,2,2013-05-17,67,2.0,16,3.0,332,2.0,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,At Risk
5025,35,Bachelor,Single,48526.0,1,2013-12-24,32,3.0,8,1.0,135,2.0,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,Promising
2308,60,Bachelor,Married,46734.0,1,2012-11-18,40,3.0,14,2.0,330,2.0,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,Promising
5995,52,Bachelor,Divorced,39552.0,2,2012-12-18,54,2.0,20,4.0,384,2.0,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,At Risk
6749,48,Bachelor,Single,86358.0,2,2012-08-08,78,1.0,18,3.0,1722,5.0,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,At Risk
1010,37,Bachelor,Together,46931.0,3,2014-04-24,94,0.0,7,1.0,78,1.0,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,Hibernating
8977,29,Basic,Single,16581.0,0,2013-01-12,51,2.0,4,0.0,24,0.0,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,Hibernating
4756,62,Master,Divorced,63998.0,0,2013-12-20,42,3.0,25,4.0,1168,4.0,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,Need Attention
3412,63,Master,Married,67381.0,1,2013-01-15,67,2.0,17,3.0,957,4.0,815,8,53,11,0,70,4,2,2,9,7,0,0,0,0,1,0,0,At Risk
606,47,Bachelor,Single,25930.0,2,2013-10-10,87,1.0,4,0.0,15,0.0,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,Hibernating
5961,36,Bachelor,Married,42693.0,1,2014-06-07,29,3.0,5,0.0,57,1.0,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,Promising
2975,38,Bachelor,Together,85606.0,1,2012-11-12,89,1.0,24,4.0,1956,5.0,717,42,864,219,30,84,2,6,7,9,3,0,1,0,0,0,0,0,Can't Lose
2894,29,Bachelor,Single,72903.0,0,2013-10-29,74,1.0,21,4.0,2013,5.0,1067,138,750,0,19,39,1,7,5,8,4,0,1,0,0,1,1,1,Can't Lose
7613,40,Master,Together,49669.0,1,2014-05-24,97,0.0,14,2.0,326,2.0,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,Hibernating
10542,46,Doctoral,Married,36778.0,2,2012-08-05,63,2.0,9,2.0,77,1.0,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,Hibernating
8015,52,Doctoral,Divorced,85696.0,0,2013-05-03,88,1.0,20,4.0,1313,4.0,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,Can't Lose
10617,25,Master,Divorced,10979.0,0,2014-05-22,34,3.0,8,1.0,30,0.0,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,Promising
11166,53,Bachelor,Married,49678.0,1,2013-02-02,81,1.0,14,2.0,315,2.0,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,Hibernating
849,61,Master,Together,56129.0,1,2013-06-20,65,2.0,22,4.0,660,3.0,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,At Risk
523,25,Bachelor,Married,37155.0,1,2013-01-31,51,2.0,7,1.0,74,1.0,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,Hibernating
4066,36,Master,Divorced,21282.0,1,2014-05-11,76,1.0,7,1.0,46,1.0,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,Hibernating
8414,52,Doctoral,Single,33419.0,1,2013-08-17,76,1.0,8,1.0,86,1.0,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,Hibernating
819,69,Bachelor,Widow,63285.0,0,2013-11-05,84,1.0,25,4.0,1103,4.0,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,Can't Lose
4961,40,Master,Together,21255.0,1,2014-01-21,56,2.0,11,2.0,61,1.0,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,Hibernating
749,33,Bachelor,Together,42162.0,1,2013-11-19,31,3.0,9,2.0,145,2.0,46,7,59,2,4,27,2,3,1,3,6,0,0,0,1,0,0,1,Promising
7755,60,Doctoral,Married,57744.0,1,2013-11-12,91,0.0,16,3.0,411,3.0,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,At Risk
10525,28,Bachelor,Single,26576.0,1,2012-10-13,40,3.0,4,0.0,27,0.0,10,0,8,0,0,9,1,1,0,2,9,0,0,0,1,0,0,1,Promising
1453,71,Doctoral,Widow,57513.0,0,2013-07-06,59,2.0,27,5.0,1060,4.0,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,Can't Lose
8310,50,Bachelor,Together,68142.0,1,2012-08-29,96,0.0,24,4.0,1459,4.0,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,Can't Lose
10710,35,Bachelor,Married,7500.0,1,2012-08-29,61,2.0,4,0.0,18,0.0,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,Hibernating
5031,40,Bachelor,Together,83145.0,0,2012-09-22,14,4.0,26,5.0,1833,5.0,777,35,731,39,137,114,1,5,9,11,2,0,0,0,0,0,1,1,Loyal
2613,54,Master,Married,54197.0,1,2014-04-03,16,4.0,12,2.0,237,2.0,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,Promising
213,51,Doctoral,Single,23091.0,2,2014-05-28,98,0.0,10,2.0,48,1.0,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,Hibernating
967,38,Bachelor,Married,46049.0,2,2013-07-21,11,4.0,26,5.0,515,3.0,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,Need Attention
1077,40,Bachelor,Together,56715.0,0,2012-12-05,52,2.0,15,2.0,1020,4.0,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,At Risk
7959,53,Bachelor,Married,79410.0,0,2014-05-29,19,4.0,11,2.0,1370,4.0,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,Need Attention
640,63,Bachelor,Married,57304.0,1,2013-03-11,61,2.0,25,4.0,1026,4.0,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,Can't Lose
4252,49,Bachelor,Married,44375.0,1,2014-03-23,73,1.0,12,2.0,301,2.0,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,Hibernating
8432,58,Bachelor,Together,54450.0,2,2012-09-14,0,5.0,31,5.0,684,3.0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,Need Attention
6218,49,Bachelor,Married,59594.0,1,2012-10-20,74,1.0,17,3.0,499,3.0,457,4,29,0,0,9,1,8,1,7,7,0,0,0,0,1,0,0,At Risk
6905,20,Bachelor,Together,80685.0,0,2012-08-22,55,2.0,21,4.0,1004,4.0,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,Can't Lose
5922,40,Doctoral,Married,40344.0,1,2013-10-13,48,3.0,12,2.0,218,2.0,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,Promising
3598,42,Bachelor,Married,62710.0,1,2013-05-23,53,2.0,22,4.0,606,3.0,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,At Risk
6116,46,Master,Married,48985.0,1,2013-07-05,13,4.0,6,1.0,75,1.0,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,Promising
6263,46,Bachelor,Together,35322.0,3,2012-08-22,34,3.0,9,2.0,106,2.0,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,Promising
10486,66,Bachelor,Married,77142.0,0,2013-05-29,54,2.0,17,3.0,990,4.0,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,At Risk
2410,45,Bachelor,Single,81657.0,0,2014-01-22,69,2.0,16,3.0,1097,4.0,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,At Risk
193,18,Basic,Married,14421.0,0,2014-02-17,81,1.0,4,0.0,16,0.0,0,0,2,3,3,8,1,1,0,2,5,0,0,0,1,0,0,0,Hibernating
3363,40,Master,Married,20130.0,0,2014-03-17,99,0.0,5,0.0,34,0.0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,Lost
8278,24,Doctoral,Married,74214.0,0,2012-08-26,3,5.0,16,3.0,1711,5.0,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,Need Attention
10660,57,Master,Married,66726.0,2,2014-01-12,61,2.0,17,3.0,438,3.0,349,7,35,0,0,47,3,8,2,4,7,0,0,0,0,1,0,0,At Risk
8686,35,Basic,Together,23724.0,1,2013-01-08,65,2.0,7,1.0,75,1.0,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,Hibernating
1604,54,Master,Married,47353.0,1,2013-11-13,93,0.0,13,2.0,225,2.0,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,Hibernating
5907,62,Master,Married,33444.0,2,2012-11-03,24,4.0,4,0.0,18,0.0,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Promising
10669,33,Bachelor,Married,54386.0,1,2013-05-17,8,5.0,17,3.0,470,3.0,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,Need Attention
2918,33,Bachelor,Divorced,28510.0,2,2013-04-13,72,1.0,9,2.0,91,1.0,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,Hibernating
359,64,Bachelor,Together,48070.0,1,2013-01-13,33,3.0,19,3.0,504,3.0,373,14,83,6,9,19,3,8,2,6,7,1,0,0,0,0,0,0,Need Attention
8387,57,Bachelor,Married,43140.0,1,2013-01-05,68,2.0,11,2.0,235,2.0,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,Hibernating
1829,53,Doctoral,Divorced,54959.0,1,2013-01-19,55,2.0,21,4.0,1232,4.0,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,0,1,0,1,Can't Lose
3839,56,Basic,Single,15056.0,2,2013-05-03,76,1.0,12,2.0,88,1.0,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,Hibernating
9392,43,Bachelor,Single,26954.0,1,2014-05-08,17,4.0,4,0.0,17,0.0,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,Promising
2292,29,Bachelor,Single,22327.0,1,2013-08-02,94,0.0,5,0.0,24,0.0,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,Lost
10466,49,Bachelor,Married,44393.0,2,2013-08-22,86,1.0,7,1.0,60,1.0,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,Hibernating
9855,62,Doctoral,Single,62000.0,1,2013-08-25,25,4.0,26,5.0,1020,4.0,899,0,101,0,0,20,1,6,6,13,4,0,1,0,0,0,0,0,Loyal
5231,40,Master,Married,45894.0,2,2014-02-27,15,4.0,5,0.0,51,1.0,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,Promising
590,44,Master,Divorced,78579.0,0,2012-12-22,35,3.0,16,3.0,1812,5.0,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,Need Attention
8732,45,Master,Widow,67369.0,1,2012-11-17,81,1.0,25,4.0,1461,4.0,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,0,1,1,1,Can't Lose
2315,54,Bachelor,Divorced,58401.0,1,2014-04-20,55,2.0,6,1.0,96,2.0,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,Hibernating
3515,62,Bachelor,Single,62307.0,1,2014-02-17,94,0.0,9,2.0,160,2.0,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,Hibernating
2245,45,Master,Married,43641.0,2,2013-04-22,50,2.0,10,2.0,139,2.0,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,Hibernating
2246,49,Master,Married,46891.0,1,2013-09-01,91,0.0,8,1.0,183,2.0,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,Hibernating
6606,45,Master,Married,70091.0,1,2013-03-31,11,4.0,19,3.0,1161,4.0,964,34,137,15,0,11,2,5,2,10,8,0,0,0,0,1,0,0,Need Attention
5545,42,Doctoral,Married,78075.0,0,2014-04-05,72,1.0,14,2.0,988,4.0,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,At Risk
7342,53,Master,Widow,59184.0,1,2012-09-09,6,5.0,27,5.0,1072,4.0,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,Best
9500,55,Bachelor,Married,58113.0,1,2013-01-25,66,2.0,22,4.0,758,3.0,221,104,169,102,78,84,3,9,2,8,7,1,0,0,0,0,0,0,At Risk
3602,56,Master,Married,51412.0,1,2013-12-31,42,3.0,11,2.0,195,2.0,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,Promising
234,35,Bachelor,Divorced,15287.0,1,2012-10-10,60,2.0,6,1.0,31,0.0,1,2,8,4,3,13,2,1,1,2,7,0,0,0,1,0,0,1,Hibernating
2995,57,Master,Together,66636.0,0,2013-08-17,64,2.0,17,3.0,1084,4.0,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,At Risk
1118,58,Master,Married,50965.0,1,2013-02-20,87,1.0,22,4.0,685,3.0,544,13,85,8,6,29,3,10,4,5,8,0,0,0,1,0,0,0,At Risk
7789,49,Doctoral,Married,84618.0,0,2013-11-22,96,0.0,26,5.0,1672,5.0,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,0,1,0,Can't Lose
3068,24,Bachelor,Married,18351.0,0,2013-10-29,1,5.0,6,1.0,43,1.0,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,New Customer
8955,57,Doctoral,Together,40451.0,2,2014-02-16,54,2.0,5,0.0,49,1.0,35,0,4,0,0,10,1,1,1,2,5,0,0,0,1,0,0,0,Hibernating
945,49,Bachelor,Together,36317.0,1,2013-05-22,53,2.0,9,2.0,133,2.0,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,Hibernating
5644,57,Bachelor,Together,42213.0,1,2013-10-12,96,0.0,15,2.0,363,2.0,309,3,24,4,3,20,2,5,1,7,7,0,0,0,0,1,0,0,Hibernating
7192,59,Bachelor,Together,65748.0,1,2013-04-15,58,2.0,18,3.0,545,3.0,172,73,93,95,78,34,2,2,4,10,1,1,0,0,0,0,0,0,At Risk
2324,42,Bachelor,Together,77044.0,1,2013-10-27,12,4.0,31,5.0,1065,4.0,625,38,242,50,34,76,2,7,11,11,4,0,0,0,1,0,0,0,Loyal
697,45,Bachelor,Together,74918.0,0,2013-03-12,78,1.0,21,4.0,2047,5.0,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,0,1,0,Can't Lose
3439,42,Bachelor,Married,56721.0,2,2012-10-31,64,2.0,15,2.0,296,2.0,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,Hibernating
1506,39,Bachelor,Single,42160.0,2,2013-06-28,26,4.0,11,2.0,140,2.0,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,Promising
232,49,Bachelor,Single,61559.0,1,2013-07-17,8,5.0,17,3.0,530,3.0,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,Need Attention
8876,51,Doctoral,Together,33629.0,2,2012-08-08,49,3.0,13,2.0,152,2.0,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,Promising
4500,23,Doctoral,Together,68682.0,0,2013-10-06,56,2.0,24,4.0,1598,5.0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,Can't Lose
9739,51,Bachelor,Single,34377.0,1,2013-01-19,55,2.0,8,1.0,114,2.0,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,Hibernating
10395,28,Basic,Single,8940.0,1,2012-08-22,25,4.0,10,2.0,101,2.0,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,Promising
1176,41,Bachelor,Married,26228.0,1,2013-09-22,50,2.0,4,0.0,25,0.0,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,Hibernating
1627,57,Master,Divorced,77297.0,0,2013-01-26,84,1.0,22,4.0,789,3.0,408,61,109,48,122,41,1,5,7,9,4,0,1,0,0,0,0,0,At Risk
938,33,Bachelor,Married,40211.0,2,2013-07-30,30,3.0,7,1.0,87,1.0,51,1,7,2,1,25,2,2,1,2,8,0,0,0,1,0,0,0,Promising
2740,56,Doctoral,Widow,33438.0,2,2013-09-22,81,1.0,11,2.0,90,1.0,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,Hibernating
257,55,Doctoral,Married,75032.0,1,2013-04-28,74,1.0,20,4.0,1215,4.0,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,Can't Lose
4058,59,Doctoral,Single,61284.0,0,2013-10-12,76,1.0,22,4.0,811,3.0,618,15,106,20,7,45,1,11,2,8,6,0,0,0,0,1,0,0,At Risk
7736,28,Bachelor,Married,22518.0,1,2012-10-22,36,3.0,7,1.0,61,1.0,11,7,12,2,2,27,2,2,1,2,5,0,0,0,1,0,0,1,Promising
8210,39,Master,Married,54730.0,1,2013-08-15,64,2.0,18,3.0,405,3.0,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,At Risk
6230,43,Bachelor,Divorced,44421.0,2,2013-02-15,53,2.0,14,2.0,189,2.0,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,Hibernating
7325,28,Doctoral,Together,38197.0,1,2013-06-29,86,1.0,5,0.0,40,1.0,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,Hibernating
1307,36,Bachelor,Divorced,41986.0,1,2014-02-09,15,4.0,10,2.0,63,1.0,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,Promising
1502,31,Bachelor,Together,28427.0,1,2013-03-21,67,2.0,7,1.0,52,1.0,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,Hibernating
6211,38,Doctoral,Together,37395.0,1,2014-05-02,47,3.0,5,0.0,39,1.0,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,Promising
843,43,Bachelor,Married,64722.0,1,2014-05-26,47,3.0,25,4.0,805,3.0,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,Need Attention
4174,58,Master,Together,55249.0,1,2014-04-17,81,1.0,8,1.0,130,2.0,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,Hibernating
9757,42,Bachelor,Together,84906.0,0,2013-10-04,98,0.0,24,4.0,1631,5.0,997,15,414,99,30,76,1,5,6,12,2,0,0,1,0,1,1,0,Can't Lose
6918,25,Bachelor,Married,28691.0,1,2013-07-04,56,2.0,5,0.0,34,0.0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,Hibernating
286,62,Bachelor,Single,44213.0,2,2013-11-29,48,3.0,12,2.0,152,2.0,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,Promising
11086,30,Basic,Single,25707.0,1,2014-01-18,18,4.0,5,0.0,21,0.0,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,Promising
1921,47,Doctoral,Married,59062.0,3,2013-10-03,74,1.0,7,1.0,71,1.0,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,Hibernating
4138,52,Bachelor,Single,76624.0,1,2014-05-24,68,2.0,23,4.0,899,3.0,411,106,147,54,115,66,1,5,10,7,1,0,0,0,1,0,0,0,At Risk
7718,67,Master,Together,66000.0,0,2014-04-20,36,3.0,10,2.0,711,3.0,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,Need Attention
1291,36,Doctoral,Together,27683.0,1,2012-08-04,90,0.0,16,3.0,351,2.0,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,At Risk
6862,43,Bachelor,Divorced,1730.0,0,2014-05-18,65,2.0,15,2.0,8,0.0,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,Hibernating
4136,22,Basic,Single,7500.0,1,2012-12-03,63,2.0,11,2.0,119,2.0,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,Hibernating
803,46,Bachelor,Together,40521.0,2,2013-04-05,82,1.0,4,0.0,21,0.0,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,Hibernating
4298,41,Doctoral,Together,20427.0,1,2014-03-24,63,2.0,4,0.0,10,0.0,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Hibernating
10833,39,Bachelor,Married,65106.0,1,2014-05-24,55,2.0,27,5.0,973,4.0,790,19,133,12,0,19,3,8,3,13,6,0,0,0,0,1,0,0,Can't Lose
9606,49,Doctoral,Married,69969.0,0,2013-08-27,64,2.0,13,2.0,1536,4.0,882,29,514,38,29,44,1,4,2,6,3,0,1,0,0,0,1,1,At Risk
8534,62,Bachelor,Married,67433.0,2,2013-07-16,51,2.0,28,5.0,992,4.0,615,28,259,12,48,30,4,6,5,13,4,0,0,0,0,1,0,0,Can't Lose
961,42,Bachelor,Married,74716.0,1,2013-09-12,92,0.0,17,3.0,860,3.0,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,At Risk
5011,51,Bachelor,Divorced,68118.0,1,2013-10-18,51,2.0,23,4.0,928,4.0,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,Can't Lose
6653,44,Doctoral,Married,55158.0,2,2012-07-30,72,1.0,18,3.0,418,3.0,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,At Risk
9094,59,Master,Married,62972.0,1,2012-08-03,39,3.0,16,3.0,587,3.0,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,Need Attention
810,39,Bachelor,Married,74190.0,1,2014-05-12,49,3.0,19,3.0,641,3.0,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,Need Attention
5493,38,Bachelor,Married,39356.0,2,2014-03-19,21,4.0,4,0.0,23,0.0,15,0,2,0,0,6,1,1,0,2,6,0,0,0,1,0,0,0,Promising
2147,45,Bachelor,Together,76653.0,0,2013-08-16,91,0.0,23,4.0,2279,5.0,736,63,946,219,189,126,1,4,7,11,2,0,1,0,0,0,1,0,Can't Lose
3979,31,Doctoral,Divorced,90687.0,0,2013-05-22,98,0.0,17,3.0,1779,5.0,982,17,672,23,34,51,1,6,2,8,2,0,0,0,0,0,1,1,At Risk
6049,32,Master,Together,73450.0,0,2013-12-05,85,1.0,27,5.0,1804,5.0,1142,51,415,90,69,37,1,7,8,11,3,0,1,0,1,0,0,0,Can't Lose
8147,54,Bachelor,Married,31454.0,2,2013-07-06,40,3.0,8,1.0,48,1.0,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,Promising
1857,62,Bachelor,Single,47139.0,2,2014-03-06,2,5.0,7,1.0,83,1.0,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,New Customer
3910,39,Bachelor,Divorced,83829.0,0,2013-10-08,78,1.0,17,3.0,1862,5.0,897,161,430,186,161,27,0,4,7,6,1,0,1,0,1,0,1,1,At Risk
5207,51,Doctoral,Married,53378.0,2,2012-09-24,41,3.0,29,5.0,793,3.0,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,Need Attention
11114,44,Bachelor,Together,19656.0,1,2013-02-08,94,0.0,9,2.0,84,1.0,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,Hibernating
5429,66,Doctoral,Married,45579.0,1,2013-08-20,10,4.0,10,2.0,183,2.0,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,Promising
9400,56,Master,Single,85485.0,0,2014-06-21,73,1.0,19,3.0,1383,4.0,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,At Risk
1740,70,Bachelor,Married,55956.0,0,2014-04-07,22,4.0,16,3.0,999,4.0,760,38,104,50,9,38,2,7,3,4,4,0,0,0,0,1,0,0,Need Attention
7488,51,Master,Single,64191.0,1,2013-01-22,30,3.0,24,4.0,825,3.0,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,Need Attention
195,42,Bachelor,Single,38808.0,1,2012-08-26,21,4.0,14,2.0,246,2.0,125,17,52,3,19,30,4,5,1,4,8,0,0,0,1,0,0,1,Promising
635,48,Master,Married,57183.0,2,2013-03-19,51,2.0,25,4.0,610,3.0,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,At Risk
7527,46,Master,Divorced,23748.0,1,2012-11-21,97,0.0,9,2.0,76,1.0,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,Hibernating
10319,43,Bachelor,Married,66303.0,1,2013-02-26,56,2.0,22,4.0,1286,4.0,1090,12,96,16,12,60,4,3,4,11,8,0,0,0,0,1,0,0,Can't Lose
2296,39,Master,Married,37368.0,1,2013-12-16,4,5.0,4,0.0,30,0.0,3,2,11,2,2,10,1,1,0,2,6,0,0,0,1,0,0,0,New Customer
10637,50,Bachelor,Married,40800.0,3,2013-01-01,77,1.0,8,1.0,99,2.0,24,0,27,8,30,10,2,3,0,3,7,1,0,0,0,0,0,0,Hibernating
2931,36,Bachelor,Divorced,71847.0,0,2012-09-21,95,0.0,22,4.0,1192,4.0,737,21,106,55,63,210,0,6,7,9,3,0,1,0,0,0,0,0,Can't Lose
907,39,Bachelor,Married,46149.0,1,2013-11-29,36,3.0,18,3.0,362,2.0,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,Need Attention
3698,31,Bachelor,Together,78687.0,0,2012-08-09,13,4.0,19,3.0,2130,5.0,817,185,687,145,55,241,1,4,6,8,2,0,0,0,0,0,1,1,Need Attention
9516,43,Master,Divorced,49118.0,0,2012-08-18,90,0.0,28,5.0,1229,4.0,620,54,239,99,98,119,2,9,7,10,7,0,0,1,0,1,0,1,Can't Lose
679,57,Doctoral,Married,37633.0,2,2012-09-20,49,3.0,6,1.0,38,1.0,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,Promising
7384,63,Master,Together,39767.0,0,2013-07-21,18,4.0,17,3.0,485,3.0,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,Need Attention
